player,team,league,season,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
Mohamed Elneny,Arsenal,ENG-Premier League,1819,1,2018,83,496,M S,8,383,0,0.44842280354350805,0,0.44842280354350805,0,0.2225508987903595,7,5,0,0,2.3655694955959916,1.8774521797895432
Nacho Monreal,Arsenal,ENG-Premier League,1819,1,2018,83,495,D S,22,1857,1,1.228454826399684,1,1.228454826399684,3,2.008962827734649,7,11,5,0,8.730447378009558,6.2693409295752645
Petr Cech,Arsenal,ENG-Premier League,1819,1,2018,83,491,GK,7,587,0,0.0,0,0.0,0,0.0,0,0,0,0,0.5335072968155146,0.5335072968155146
Pierre-Emerick Aubameyang,Arsenal,ENG-Premier League,1819,1,2018,83,318,F M S,36,2740,22,23.549973130226135,18,19.744131192564964,5,4.9898480754345655,94,33,0,0,26.582433130592108,6.483639904297888
Rob Holding,Arsenal,ENG-Premier League,1819,1,2018,83,1749,D S,10,807,0,0.12041040230542421,0,0.12041040230542421,0,0.1658618003129959,2,2,1,0,2.4310919605195522,2.418538983911276
Sead Kolasinac,Arsenal,ENG-Premier League,1819,1,2018,83,342,D M S,24,1897,0,0.41107499599456787,0,0.41107499599456787,5,6.741933006793261,9,31,5,0,11.890894275158644,9.11537922732532
Shkodran Mustafi,Arsenal,ENG-Premier League,1819,1,2018,83,1699,D,31,2629,2,1.862040345557034,2,1.862040345557034,0,0.2781299063935876,18,6,9,0,6.724565939977765,6.620918953791261
Sokratis,Arsenal,ENG-Premier League,1819,1,2018,83,371,D,25,2198,1,0.8275357075035572,1,0.8275357075035572,2,0.6274546086788177,11,5,12,0,6.14280821941793,6.023907219991088
Stephan Lichtsteiner,Arsenal,ENG-Premier League,1819,1,2018,83,1303,D S,14,953,0,0.018410900607705116,0,0.018410900607705116,0,0.08645559847354889,1,3,3,0,1.6605768166482449,1.5909198988229036
Adam Smith,Bournemouth,ENG-Premier League,1819,1,2018,73,825,D M,25,2080,1,0.5962849920615554,1,0.5962849920615554,1,0.5752321984618902,7,11,5,1,8.29193640500307,7.586809826083481
Andrew Surman,Bournemouth,ENG-Premier League,1819,1,2018,73,460,M S,18,1440,0,0.2738317009061575,0,0.2738317009061575,0,0.47865819558501244,9,10,2,0,4.042274998500943,3.5818280540406704
Artur Boruc,Bournemouth,ENG-Premier League,1819,1,2018,73,455,GK,12,1080,0,0.0,0,0.0,0,0.0,0,0,2,0,1.5033307950943708,1.5033307950943708
Asmir Begovic,Bournemouth,ENG-Premier League,1819,1,2018,73,694,GK,24,2160,0,0.0,0,0.0,0,0.0,0,0,0,0,2.4910210128873587,2.4910210128873587
Callum Wilson,Bournemouth,ENG-Premier League,1819,1,2018,73,468,F S,30,2548,14,16.01651244610548,13,14.494168512523174,9,5.955956471152604,65,31,3,0,21.33036122098565,5.061332207173109
Charlie Daniels,Bournemouth,ENG-Premier League,1819,1,2018,73,459,D S,21,1587,1,0.6230829888954759,1,0.6230829888954759,0,0.4582164054736495,12,11,4,0,5.916822295635939,5.410698838531971
Chris Mepham,Bournemouth,ENG-Premier League,1819,1,2018,73,7384,D S,13,850,0,0.05043789744377136,0,0.05043789744377136,1,0.6852380037307739,2,2,1,0,0.9597990727052093,0.9470226727426052
Dan Gosling,Bournemouth,ENG-Premier League,1819,1,2018,73,462,M S,25,1729,2,2.3945611137896776,2,2.3945611137896776,1,0.9645073227584362,21,9,8,0,9.2429408589378,7.027777520008385
David Brooks,Bournemouth,ENG-Premier League,1819,1,2018,73,6820,F M S,30,2317,7,6.465658405795693,7,6.465658405795693,5,5.877872094511986,41,30,3,0,16.891731955111027,6.750990778207779
Diego Rico,Bournemouth,ENG-Premier League,1819,1,2018,73,5065,D S,12,600,0,0.18088920414447784,0,0.18088920414447784,0,1.2170702759176493,9,11,1,0,1.2552982969209552,0.6581917908042669
Dominic Solanke,Bournemouth,ENG-Premier League,1819,1,2018,73,1679,F S,10,322,0,0.7951504969969392,0,0.7951504969969392,1,0.3580828905105591,11,8,0,0,1.6433689249679446,0.6305439285933971
Emerson Hyndman,Bournemouth,ENG-Premier League,1819,1,2018,73,6457,S,1,34,0,0.0,0,0.0,0,0.0,0,0,0,0,0.05234900116920471,0.05234900116920471
Jack Simpson,Bournemouth,ENG-Premier League,1819,1,2018,73,6410,D S,6,407,0,0.3693768884986639,0,0.3693768884986639,0,0.0,2,0,0,0,0.34872959926724434,0.34872959926724434
Jefferson Lerma,Bournemouth,ENG-Premier League,1819,1,2018,73,2182,M S,30,2527,2,1.0858129085972905,2,1.0858129085972905,0,1.0097842952236533,31,15,12,0,7.81013931427151,6.831547275185585
Jermain Defoe,Bournemouth,ENG-Premier League,1819,1,2018,73,735,S,4,13,0,0.1310960054397583,0,0.1310960054397583,0,0.0,1,0,0,0,0.1310960054397583,0.0
Jordon Ibe,Bournemouth,ENG-Premier League,1819,1,2018,73,481,D M S,19,799,1,0.7752668149769306,1,0.7752668149769306,1,0.41998659167438745,9,10,1,0,1.8733189031481743,1.1102916896343231
Joshua King,Bournemouth,ENG-Premier League,1819,1,2018,73,465,F M S,35,2987,12,13.546655409038067,7,8.97964733839035,3,4.257975086569786,72,37,3,0,19.06767139956355,8.407385468482971
Junior Stanislas,Bournemouth,ENG-Premier League,1819,1,2018,73,463,D M S,23,1016,2,3.1044174432754517,1,2.343248426914215,3,2.4888686761260033,34,15,1,0,5.237211510539055,2.5536739006638527
Lewis Cook,Bournemouth,ENG-Premier League,1819,1,2018,73,1789,M S,13,718,0,0.1338292034342885,0,0.1338292034342885,0,0.05611180141568184,4,2,2,0,2.290188994258642,2.1541220135986805
Lys Mousset,Bournemouth,ENG-Premier League,1819,1,2018,73,1748,F S,24,308,1,1.527458317577839,1,1.527458317577839,0,0.2928340993821621,12,4,1,0,2.117037858814001,0.6616325862705708
Mark Travers,Bournemouth,ENG-Premier League,1819,1,2018,73,7582,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.9676400125026703,0.9676400125026703
Nathan Ake,Bournemouth,ENG-Premier League,1819,1,2018,73,579,D M,38,3414,4,4.548659314401448,4,4.548659314401448,0,1.3218229915946722,25,7,3,0,8.874464581720531,7.6662144754081964
Nathaniel Clyne,Bournemouth,ENG-Premier League,1819,1,2018,73,603,D S,18,1259,0,0.2646817974746227,0,0.2646817974746227,1,0.10458909906446934,5,4,2,0,3.332135606557131,3.0483036302030087
Ryan Fraser,Bournemouth,ENG-Premier League,1819,1,2018,73,1683,F M S,38,3185,7,4.763551549986005,7,4.763551549986005,14,16.18383568711579,51,93,2,0,19.63154132477939,7.556321985088289
Sam Surridge,Bournemouth,ENG-Premier League,1819,1,2018,73,5602,S,2,9,0,0.3793915882706642,0,0.3793915882706642,0,0.037856798619031906,2,1,0,0,0.41724858433008194,0.0
Simon Francis,Bournemouth,ENG-Premier League,1819,1,2018,73,456,D S,17,1220,0,0.12115650065243244,0,0.12115650065243244,2,0.604635301977396,3,10,1,0,4.562634974718094,4.3394066989421844
Steve Cook,Bournemouth,ENG-Premier League,1819,1,2018,73,458,D,31,2788,1,1.461019229143858,1,1.461019229143858,1,1.1459708325564861,21,11,3,0,6.203706539236009,5.4173038033768535
Tyrone Mings,Bournemouth,ENG-Premier League,1819,1,2018,73,1024,D S,5,137,0,0.0,0,0.0,0,0.06339070200920105,0,1,0,0,0.06339070200920105,0.06339070200920105
Alireza Jahanbakhsh,Brighton,ENG-Premier League,1819,1,2018,220,6842,F M S,19,1021,0,0.701559005305171,0,0.701559005305171,0,0.19394040014594793,21,5,2,0,1.114075100980699,0.45203260611742735
Anthony Knockaert,Brighton,ENG-Premier League,1819,1,2018,220,4497,F M S,30,1823,2,2.1101625114679337,2,2.1101625114679337,6,4.206585308536887,27,35,4,1,5.284967917948961,2.7696708887815475
Beram Kayal,Brighton,ENG-Premier League,1819,1,2018,220,6409,M S,18,937,1,0.2898656027391553,1,0.2898656027391553,1,1.1770387142896652,5,4,4,0,1.929511004127562,1.1949396133422852
Bernardo,Brighton,ENG-Premier League,1819,1,2018,220,5245,D S,22,1740,0,0.3528814036399126,0,0.3528814036399126,1,0.5762904193252325,8,10,4,0,2.304969659075141,1.7213228698819876
Bruno,Brighton,ENG-Premier League,1819,1,2018,220,6046,D,14,1150,0,0.06698440201580524,0,0.06698440201580524,1,0.5888874959200621,2,6,2,0,2.22336757555604,1.7048959843814373
Dale Stephens,Brighton,ENG-Premier League,1819,1,2018,220,6051,M S,30,2485,1,0.24952240101993084,1,0.24952240101993084,1,0.5923440903425217,11,18,6,1,4.766996528953314,4.261580133810639
David Button,Brighton,ENG-Premier League,1819,1,2018,220,6843,GK,4,360,0,0.0,0,0.0,0,0.0,0,0,0,0,0.130646001547575,0.130646001547575
Davy Propper,Brighton,ENG-Premier League,1819,1,2018,220,6050,M,30,2554,1,0.950316408649087,1,0.950316408649087,1,1.2174459975212812,15,19,2,0,5.61499360203743,4.9498950727283955
Florin Andone,Brighton,ENG-Premier League,1819,1,2018,220,4068,F S,23,861,3,3.4883397333323956,3,3.4883397333323956,0,0.09605339914560318,19,2,5,0,2.457792090252042,0.6315052043646574
Gaetan Bong,Brighton,ENG-Premier League,1819,1,2018,220,6105,D S,22,1802,0,0.0694806007668376,0,0.0694806007668376,0,0.4776687901467085,2,9,0,0,3.708821135573089,3.530679236166179
Glenn Murray,Brighton,ENG-Premier League,1819,1,2018,220,882,F S,38,2517,13,11.541342769749463,9,8.49666924867779,1,1.118022283539176,54,12,5,0,8.42803693935275,1.396012045443058
Jose Izquierdo,Brighton,ENG-Premier League,1819,1,2018,220,6231,F M S,15,803,0,0.6221193987876177,0,0.6221193987876177,1,0.4745672047138214,15,6,1,0,1.1379161980003119,0.30647999607026577
Jurgen Locadia,Brighton,ENG-Premier League,1819,1,2018,220,6542,F M S,26,1229,2,3.3906087055802345,2,3.3906087055802345,0,0.9557689037173986,28,13,1,0,4.707128395326436,1.7955866139382124
Leon Balogun,Brighton,ENG-Premier League,1819,1,2018,220,394,D S,8,589,1,0.08249639719724655,1,0.08249639719724655,0,0.0,1,0,2,0,0.7314175926148891,0.7314175926148891
Lewis Dunk,Brighton,ENG-Premier League,1819,1,2018,220,6048,D,36,3154,2,1.7627595756202936,2,1.7627595756202936,1,0.7536890767514706,20,11,5,1,3.7396427830681205,3.523732009343803
Martin Montoya,Brighton,ENG-Premier League,1819,1,2018,220,1950,D S,25,2165,0,0.1871217992156744,0,0.1871217992156744,1,1.1847683181986213,8,18,4,0,4.34337671007961,3.6403937563300133
Mat Ryan,Brighton,ENG-Premier League,1819,1,2018,220,2385,GK,34,3060,0,0.0,0,0.0,0,0.0,0,0,2,0,0.953547933138907,0.953547933138907
Pascal Gross,Brighton,ENG-Premier League,1819,1,2018,220,239,M S,25,1896,3,4.143627982586622,2,2.621289949864149,3,5.608689437620342,24,54,1,0,6.614904586225748,2.3560402346774936
Shane Duffy,Brighton,ENG-Premier League,1819,1,2018,220,6047,D,35,3087,5,3.3823372572660446,5,3.3823372572660446,1,0.26591139659285545,37,7,4,1,3.0718247266486287,2.7144499104470015
Solly March,Brighton,ENG-Premier League,1819,1,2018,220,6049,F M S,35,2480,1,2.1988663030788302,1,2.1988663030788302,5,5.207968223839998,43,41,1,0,7.274381655268371,2.914263416081667
Yves Bissouma,Brighton,ENG-Premier League,1819,1,2018,220,5609,M S,28,1757,0,1.7799655944108963,0,1.7799655944108963,0,0.9938525147736073,31,13,5,0,4.9765729252249,3.1750617306679487
Aaron Lennon,Burnley,ENG-Premier League,1819,1,2018,92,593,M S,16,1223,1,0.9156382624059916,1,0.9156382624059916,1,0.6648929938673973,4,7,1,0,1.9413912547752261,0.5965600004419684
Ashley Barnes,Burnley,ENG-Premier League,1819,1,2018,92,4422,F S,37,2379,12,13.257519549690187,10,11.735217577777803,2,3.6403040196746588,65,22,8,0,14.351637620478868,2.09611489251256
Ashley Westwood,Burnley,ENG-Premier League,1819,1,2018,92,669,M S,34,2817,2,1.7083472097292542,2,1.7083472097292542,7,5.231228264048696,22,42,5,0,8.081907398998737,3.6083831544965506
Ben Gibson,Burnley,ENG-Premier League,1819,1,2018,92,1707,D,1,67,1,0.9117929935455322,1,0.9117929935455322,0,0.0,1,0,1,0,0.0,0.0
Ben Mee,Burnley,ENG-Premier League,1819,1,2018,92,1654,D,38,3420,0,1.1468774937093258,0,1.1468774937093258,2,1.5216831136494875,21,8,9,0,3.2569794468581676,3.239908453077078
Charlie Taylor,Burnley,ENG-Premier League,1819,1,2018,92,6044,D S,38,3238,0,0.10902019869536161,0,0.10902019869536161,1,1.4475770257413387,6,11,2,0,4.4024678179994226,3.8603309812024236
Chris Wood,Burnley,ENG-Premier League,1819,1,2018,92,4456,F S,38,2603,10,9.133256727829576,10,9.133256727829576,2,3.647216569632292,58,21,2,0,11.356353715062141,3.5546739269047976
Dwight McNeil,Burnley,ENG-Premier League,1819,1,2018,92,6756,M S,21,1610,3,1.827620578929782,3,1.827620578929782,5,3.4622738044708967,27,26,2,0,4.028135433793068,1.98370754532516
Jack Cork,Burnley,ENG-Premier League,1819,1,2018,92,712,M,37,3315,1,1.5164046045392752,1,1.5164046045392752,2,2.2603954570367932,17,18,6,0,5.233603692613542,3.0894580762833357
James Tarkowski,Burnley,ENG-Premier League,1819,1,2018,92,1665,D,35,3086,3,3.6408726666122675,3,3.6408726666122675,1,0.20170949399471283,22,5,8,0,3.3747638072818518,3.225080721080303
Jeff Hendrick,Burnley,ENG-Premier League,1819,1,2018,92,1746,M S,32,2089,3,1.7896248092874885,3,1.7896248092874885,0,1.0732655078172684,19,12,4,0,3.252228739671409,1.3670600866898894
Joe Hart,Burnley,ENG-Premier League,1819,1,2018,92,609,GK,19,1710,0,0.0,0,0.0,0,0.02407130040228367,0,1,0,0,0.2834689971059561,0.2593976967036724
Johann Berg Gudmundsson,Burnley,ENG-Premier League,1819,1,2018,92,1663,M S,29,1732,3,2.613457875326276,3,2.613457875326276,6,3.586491769179702,33,37,2,0,7.218741001561284,3.094681709073484
Kevin Long,Burnley,ENG-Premier League,1819,1,2018,92,1747,D S,6,514,0,0.030711399391293526,0,0.030711399391293526,1,0.4060730040073395,1,1,0,0,0.5972740054130554,0.19120100140571594
Matej Vydra,Burnley,ENG-Premier League,1819,1,2018,92,1017,M S,13,308,1,1.9203013759106398,1,1.9203013759106398,1,0.4979099854826927,6,2,1,0,1.915013287216425,0.4118576869368553
Matthew Lowton,Burnley,ENG-Premier League,1819,1,2018,92,1652,D S,21,1743,0,0.8291757237166166,0,0.8291757237166166,0,0.49654679372906685,4,8,7,0,3.3565020514652133,2.3069359892979264
Peter Crouch,Burnley,ENG-Premier League,1819,1,2018,92,872,S,6,73,0,0.6116740070283413,0,0.6116740070283413,0,0.0,5,0,1,0,0.9484357982873917,0.473037987947464
Phil Bardsley,Burnley,ENG-Premier League,1819,1,2018,92,857,D,19,1677,0,0.25243240036070347,0,0.25243240036070347,0,1.2935342267155647,12,7,9,0,3.9139327304437757,2.8458809331059456
Robbie Brady,Burnley,ENG-Premier League,1819,1,2018,92,789,M S,16,701,0,0.678755097091198,0,0.678755097091198,1,1.0314604192972183,12,14,3,1,1.191131705418229,0.5127436015754938
Sam Vokes,Burnley,ENG-Premier League,1819,1,2018,92,1661,F S,20,918,3,2.7301170863211155,3,2.7301170863211155,0,0.8985748086124659,22,8,0,0,1.624670173972845,0.2980603985488415
Stephen Ward,Burnley,ENG-Premier League,1819,1,2018,92,1655,D,3,235,0,0.0784623995423317,0,0.0784623995423317,0,0.04650849848985672,1,1,1,0,0.0647628977894783,0.018254399299621582
Steven Defour,Burnley,ENG-Premier League,1819,1,2018,92,1657,M,6,459,0,0.0,0,0.0,0,0.05420910194516182,0,2,0,0,0.5573334014043212,0.5395475989207625
Tom Heaton,Burnley,ENG-Premier League,1819,1,2018,92,1651,GK,19,1710,0,0.058809999376535416,0,0.058809999376535416,0,0.041520699858665466,1,2,3,0,0.698526605963707,0.6648065894842148
Aron Gunnarsson,Cardiff,ENG-Premier League,1819,1,2018,227,7199,M S,28,2296,1,2.357029394246638,1,2.357029394246638,1,1.7363695167005062,20,16,5,0,3.348831318318844,1.6990450974553823
Bobby Reid,Cardiff,ENG-Premier League,1819,1,2018,227,6827,F M S,27,1414,5,3.8045920468866825,4,3.0434270836412907,2,1.0588727127760649,27,16,0,0,4.874459708109498,2.0066753327846527
Bruno Ecuele Manga,Cardiff,ENG-Premier League,1819,1,2018,227,4883,D S,38,3374,0,1.2095466200262308,0,1.2095466200262308,1,0.28514513466507196,10,6,0,0,1.0749457152560353,0.9345037108287215
Callum Paterson,Cardiff,ENG-Premier League,1819,1,2018,227,6826,D F M S,27,1987,4,4.948025802150369,4,4.948025802150369,1,2.867447662167251,41,23,4,0,5.481851737014949,1.3204640857875347
Danny Ward,Cardiff,ENG-Premier League,1819,1,2018,227,6830,F S,14,426,1,0.6128035970032215,1,0.6128035970032215,0,0.28505839966237545,11,7,0,0,0.7782221101224422,0.2272195927798748
Gary Madine,Cardiff,ENG-Premier League,1819,1,2018,227,6829,S,5,23,0,0.0,0,0.0,0,0.0,0,0,0,0,0.06479189917445183,0.06479189917445183
Greg Cunningham,Cardiff,ENG-Premier League,1819,1,2018,227,6831,D,7,630,0,0.06677900068461895,0,0.06677900068461895,0,0.22309459932148457,2,5,3,0,0.4333221986889839,0.2555634919553995
Harry Arter,Cardiff,ENG-Premier League,1819,1,2018,227,881,M S,25,2033,0,0.8048400022089481,0,0.8048400022089481,1,0.7227912936359644,23,10,10,0,3.2769734151661396,2.345461707562208
Jazz Richards,Cardiff,ENG-Premier League,1819,1,2018,227,4467,S,4,117,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Joe Bennett,Cardiff,ENG-Premier League,1819,1,2018,227,959,D M,30,2648,0,0.5213258992880583,0,0.5213258992880583,1,0.8026733957231045,10,14,5,0,1.589597998186946,0.7613155916333199
Joe Ralls,Cardiff,ENG-Premier League,1819,1,2018,227,6825,M S,28,1961,0,1.3697645151987672,0,0.6085961991921067,0,3.5962788593024015,23,33,4,1,3.720100751146674,2.586250014603138
Josh Murphy,Cardiff,ENG-Premier League,1819,1,2018,227,6828,F M S,29,1844,3,3.7385284435003996,3,3.7385284435003996,2,3.5245829224586487,46,16,2,0,5.715320196002722,0.7665400132536888
Junior Hoilett,Cardiff,ENG-Premier League,1819,1,2018,227,4395,F M S,32,2144,3,3.1675134040415287,3,3.1675134040415287,1,1.3379894085228443,40,25,4,0,5.06641336902976,1.2493918761610985
Kadeem Harris,Cardiff,ENG-Premier League,1819,1,2018,227,7120,M S,13,346,1,0.8885874096304178,1,0.8885874096304178,0,0.5112703945487738,5,6,1,0,1.5878788903355598,0.21641360223293304
Kenneth Zohore,Cardiff,ENG-Premier League,1819,1,2018,227,6928,F S,19,735,1,1.6170414946973324,1,1.6170414946973324,1,0.9054237948730588,17,12,1,0,2.4869726933538914,0.2272885963320732
Leandro Bacuna,Cardiff,ENG-Premier League,1819,1,2018,227,674,D M S,11,543,0,0.07749409973621368,0,0.07749409973621368,0,0.025615399703383446,5,1,2,0,0.6749708820134401,0.581901591271162
Lee Peltier,Cardiff,ENG-Premier League,1819,1,2018,227,6822,D S,20,1539,0,0.035975899547338486,0,0.035975899547338486,0,0.06544999778270721,1,2,3,0,1.6744474209845066,1.653773121535778
Loic Damour,Cardiff,ENG-Premier League,1819,1,2018,227,7215,S,2,17,0,0.03124839998781681,0,0.03124839998781681,0,0.0,1,0,0,0,0.4508580006659031,0.41960999742150307
Nathaniel Mendez-Laing,Cardiff,ENG-Premier League,1819,1,2018,227,6824,M S,20,980,4,2.1614804603159428,3,1.4003085233271122,1,1.297621103003621,20,19,0,0,2.942420843988657,0.4288812866434455
Neil Etheridge,Cardiff,ENG-Premier League,1819,1,2018,227,6821,GK,38,3420,0,0.0,0,0.0,0,0.09248809888958931,0,2,2,0,1.5654284711927176,1.4729403732344508
Oumar Niasse,Cardiff,ENG-Premier League,1819,1,2018,227,599,F S,18,1014,0,3.3880703896284103,0,3.3880703896284103,0,0.7695336919277906,20,6,0,0,4.59677910245955,0.839549895375967
Rhys Healey,Cardiff,ENG-Premier League,1819,1,2018,227,7340,S,3,30,0,0.04431280121207237,0,0.04431280121207237,0,0.0321585014462471,1,1,0,0,0.306428998708725,0.2299569994211197
Sean Morrison,Cardiff,ENG-Premier League,1819,1,2018,227,6823,D,34,3043,1,5.046998398378491,1,5.046998398378491,3,3.461114827543497,34,22,6,0,3.2358458805829287,1.8358795531094074
Sol Bamba,Cardiff,ENG-Premier League,1819,1,2018,227,4027,D M,28,2476,4,4.12144641391933,4,4.12144641391933,1,0.14328699931502342,22,4,7,0,2.9724195525050163,1.6697578858584166
Victor Camarasa,Cardiff,ENG-Premier League,1819,1,2018,227,2390,M S,32,2606,5,3.9079403346404433,4,3.1467713182792068,4,3.6263920329511166,41,50,6,0,7.982397653162479,4.113609762862325
Andreas Christensen,Chelsea,ENG-Premier League,1819,1,2018,80,200,D S,8,614,0,0.0,0,0.0,0,0.0,0,0,1,0,2.413802243769169,2.413802243769169
Antonio Rudiger,Chelsea,ENG-Premier League,1819,1,2018,80,1822,D,33,2875,1,2.6610578699037433,1,2.6610578699037433,0,0.904785618185997,27,8,7,0,8.752738546580076,7.824800149537623
Callum Hudson-Odoi,Chelsea,ENG-Premier League,1819,1,2018,80,6456,F S,10,390,0,0.9915978163480759,0,0.9915978163480759,1,1.5700714066624641,6,9,0,0,3.4172964617609978,1.0847020130604506
Cesc Fabregas,Chelsea,ENG-Premier League,1819,1,2018,80,686,M S,6,167,0,0.05984099954366684,0,0.05984099954366684,0,0.21524160169065,1,3,1,0,2.3723045960068703,2.188558615744114
Cesar Azpilicueta,Chelsea,ENG-Premier League,1819,1,2018,80,681,D,38,3405,1,1.2596381735056639,1,1.2596381735056639,5,2.4235086012631655,17,27,4,0,14.24892766866833,11.969819367863238
David Luiz,Chelsea,ENG-Premier League,1819,1,2018,80,1676,D,36,3240,3,2.897742971777916,3,2.897742971777916,2,2.85874838847667,34,20,3,0,13.105180843733251,11.978443673811853
Davide Zappacosta,Chelsea,ENG-Premier League,1819,1,2018,80,1178,D S,4,119,0,0.1525930017232895,0,0.1525930017232895,0,0.12932699918746948,2,1,0,0,1.0368040055036545,0.7548840045928955
Eden Hazard,Chelsea,ENG-Premier League,1819,1,2018,80,701,F S,37,2935,16,12.29900643415749,12,9.254331471398473,15,11.570385755039752,93,98,2,0,25.328698812052608,11.546570900827646
Emerson,Chelsea,ENG-Premier League,1819,1,2018,80,1245,D S,10,653,0,0.27292720414698124,0,0.27292720414698124,0,0.5980909913778305,5,5,0,0,4.018899016082287,4.000038020312786
Gary Cahill,Chelsea,ENG-Premier League,1819,1,2018,80,699,S,2,22,0,0.0,0,0.0,0,0.0,0,0,0,0,0.01515199989080429,0.01515199989080429
Gonzalo Higuain,Chelsea,ENG-Premier League,1819,1,2018,80,1293,F S,14,1100,5,5.379234038293362,5,5.379234038293362,0,1.4263600837439299,46,15,0,0,8.476491034030914,1.8616339974105358
Jorginho,Chelsea,ENG-Premier League,1819,1,2018,80,1389,M,37,3179,2,1.2965881181880832,1,0.5354191018268466,0,3.072841225191951,19,30,8,0,16.370103682391346,15.058904523961246
Kepa,Chelsea,ENG-Premier League,1819,1,2018,80,5061,GK,36,3240,0,0.0,0,0.0,0,0.0,0,0,2,0,5.416643293574452,5.416643293574452
Marcos Alonso,Chelsea,ENG-Premier League,1819,1,2018,80,1621,D,31,2764,2,3.5618369206786156,2,3.5618369206786156,4,3.9215964442119002,45,32,6,0,13.036237198859453,9.476835289038718
Mateo Kovacic,Chelsea,ENG-Premier League,1819,1,2018,80,2254,M S,32,1756,0,2.0176421087235212,0,2.0176421087235212,2,2.0133507903665304,28,25,3,0,8.756806146353483,6.003147626295686
N'Golo Kante,Chelsea,ENG-Premier League,1819,1,2018,80,751,M,36,3103,4,3.0337284123525023,4,3.0337284123525023,4,3.732989713549614,29,46,3,0,17.044977359473705,12.484971459954977
Olivier Giroud,Chelsea,ENG-Premier League,1819,1,2018,80,502,F S,27,808,2,5.060876211151481,2,5.060876211151481,4,2.291187172755599,32,18,1,0,7.711171815171838,2.7823833599686623
Pedro,Chelsea,ENG-Premier League,1819,1,2018,80,687,F S,31,1777,8,5.983353950083256,8,5.983353950083256,2,3.8842110745608807,57,29,2,0,15.4001475693658,8.180639158003032
Ross Barkley,Chelsea,ENG-Premier League,1819,1,2018,80,592,M S,27,1228,3,3.652173016220331,3,3.652173016220331,5,2.515679469332099,40,22,1,0,10.356788497418165,5.419116818346083
Ruben Loftus-Cheek,Chelsea,ENG-Premier League,1819,1,2018,80,688,M S,24,969,6,3.2402343936264515,6,3.2402343936264515,2,1.010944813489914,28,17,0,0,8.282627486623824,5.7862215237692
Victor Moses,Chelsea,ENG-Premier League,1819,1,2018,80,541,S,2,24,0,0.0,0,0.0,0,0.10793899744749069,0,1,0,0,0.10793899744749069,0.0
Willian,Chelsea,ENG-Premier League,1819,1,2018,80,700,F S,32,2123,3,4.348796479403973,3,4.348796479403973,6,6.518495114520192,62,79,2,0,12.7447675364092,6.436568344943225
Willy Caballero,Chelsea,ENG-Premier League,1819,1,2018,80,624,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4159580171108246,0.4159580171108246
Alvaro Morata,Chelsea,ENG-Premier League,1819,1,2018,80,1804,F S,16,951,5,6.410974375903606,5,6.410974375903606,0,0.2148567996919155,35,7,3,0,7.641952961683273,1.6989029757678509
Aaron Wan-Bissaka,Crystal Palace,ENG-Premier League,1819,1,2018,78,5584,D,35,3136,0,0.37322420068085194,0,0.37322420068085194,3,2.2901115771383047,9,14,4,1,7.099254326894879,5.101706748828292
Alexander Sorloth,Crystal Palace,ENG-Premier League,1819,1,2018,78,6531,S,12,156,0,0.4589547924697399,0,0.4589547924697399,0,0.6892502084374428,4,3,0,0,1.2195220068097115,0.1940675973892212
Andros Townsend,Crystal Palace,ENG-Premier League,1819,1,2018,78,775,F M S,38,3030,6,4.878754872828722,6,4.878754872828722,4,3.699903182685375,63,61,1,0,11.944321019575,4.850389486178756
Bakary Sako,Crystal Palace,ENG-Premier League,1819,1,2018,78,520,S,4,19,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Cheikhou Kouyate,Crystal Palace,ENG-Premier League,1819,1,2018,78,532,M S,31,1900,0,1.6332277162000537,0,1.6332277162000537,2,0.8914863066747785,20,14,3,0,4.0476819118484855,2.8673989037051797
Christian Benteke,Crystal Palace,ENG-Premier League,1819,1,2018,78,606,F S,16,808,1,3.729038055986166,1,3.729038055986166,1,1.1865838812664151,26,9,1,0,4.197604551911354,1.3609159998595715
Connor Wickham,Crystal Palace,ENG-Premier League,1819,1,2018,78,519,S,6,56,0,0.34290069341659546,0,0.34290069341659546,1,0.39424100518226624,5,4,0,0,0.658871978521347,0.14185500144958496
James McArthur,Crystal Palace,ENG-Premier League,1819,1,2018,78,633,M S,38,3095,3,4.505425302311778,3,4.505425302311778,6,3.7212067767977715,34,31,7,0,11.979675862938166,6.773195607587695
James Tomkins,Crystal Palace,ENG-Premier League,1819,1,2018,78,530,D,29,2566,1,0.9024507715366781,1,0.9024507715366781,1,1.3705310951918364,22,7,6,0,3.183600613847375,3.0972348283976316
Jason Puncheon,Crystal Palace,ENG-Premier League,1819,1,2018,78,514,M S,11,389,0,0.6146683916449547,0,0.6146683916449547,0,0.8430846873670816,6,5,1,0,1.364948034286499,0.31283061392605305
Jeffrey Schlupp,Crystal Palace,ENG-Premier League,1819,1,2018,78,757,F M S,30,1650,4,3.303492821753025,4,3.303492821753025,1,1.4070396767929196,28,16,1,0,7.35320089943707,3.3193366676568985
