name,weekly_gross_gbp,annual_gross_gbp,adjusted_gross_gbp,position,age,country,club,season,league,verified,bonus_gross_gbp,signed,expiration,years,total_gross_gbp,release_gbp,status,position_detail,active
Tyrhys Dolan,577,30000,"£ 32,377",F,18,England,Blackburn,2020-2021,championship,,,,,,,,,,
Ben Whiteman,577,30000,"£ 32,377",M,24,England,Preston,2020-2021,championship,,,,,,,,,,
Billy Mitchell,577,30000,"£ 32,377",M,19,England,Millwall,2020-2021,championship,,,,,,,,,,
Aden Baldwin,577,30000,"£ 32,377",D,23,England,Bristol,2020-2021,championship,,,,,,,,,,
Elijah Adebayo,577,30000,"£ 32,377",F,23,England,Luton Town,2020-2021,championship,,,,,,,,,,
Liam Shaw,577,30000,"£ 32,377",M,19,England,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Jack Chambers,577,30000,"£ 32,377",M,20,Northern Ireland,Luton Town,2020-2021,championship,,,,,,,,,,
Imari Samuels,577,30000,"£ 32,377",D,17,England,Reading,2020-2021,championship,,,,,,,,,,
Josh Eccles,577,30000,"£ 32,377",M,20,England,Coventry,2020-2021,championship,,,,,,,,,,
Jordan Young,577,30000,"£ 32,377",M,21,Scotland,Coventry,2020-2021,championship,,,,,,,,,,
Ben Hughes,577,30000,"£ 32,377",M,20,England,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Jake Cooper,577,30000,"£ 32,377",D,20,Ireland,Rotherham,2020-2021,championship,,,,,,,,,,
Lewis Price,577,30000,"£ 32,377",K,36,Wales,Rotherham,2020-2021,championship,,,,,,,,,,
Hayden Carter,577,30000,"£ 32,377",D,20,England,Blackburn,2020-2021,championship,,,,,,,,,,
Steve Seddon,577,30000,"£ 32,377",D,23,England,Birmingham,2020-2021,championship,,,,,,,,,,
Jake Peck,400,20800,"£ 22,448",M,20,England,Luton Town,2020-2021,championship,,,,,,,,,,
Tiernan Parker,400,20800,"£ 22,448",K,19,Northern Ireland,Luton Town,2020-2021,championship,,,,,,,,,,
Joshua Render,400,20800,"£ 22,448",K,20,England,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Josh Neufville,400,20800,"£ 22,448",F,19,England,Luton Town,2020-2021,championship,,,,,,,,,,
Jack Baxter,400,20800,"£ 22,448",M,19,England,Preston,2020-2021,championship,,,,,,,,,,
Geraldo Bajrami,400,20800,"£ 22,448",D,21,Albania,Birmingham,2020-2021,championship,,,,,,,,,,
Brandon Cooper,400,20800,"£ 22,448",D,21,Wales,Swansea,2020-2021,championship,,,,,,,,,,
Joe Rodwell-Grant,400,20800,"£ 22,448",F,18,England,Preston,2020-2021,championship,,,,,,,,,,
Jokull Andresson,400,20800,"£ 22,448",K,19,Iceland,Reading,2020-2021,championship,,,,,,,,,,
Cameron Yates,400,20800,"£ 22,448",K,21,Scotland,Wycombe,2020-2021,championship,,,,,,,,,,
Jordon Thompson,400,20800,"£ 22,448",D,21,England,Coventry,2020-2021,championship,,,,,,,,,,
Conor Grant,400,20800,"£ 22,448",M,19,Ireland,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Ciaran Brennan,400,20800,"£ 22,448",D,20,Ireland,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Josh Gould,400,20800,"£ 22,448",K,23,England,Swansea,2020-2021,championship,,,,,,,,,,
Charles Hagan,400,20800,"£ 22,448",F,19,England,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Lewis Webb,400,20800,"£ 22,448",K,19,Wales,Swansea,2020-2021,championship,,,,,,,,,,
Jake Hull,400,20800,"£ 22,448",D,19,England,Rotherham,2020-2021,championship,,,,,,,,,,
Jordan Eastham,400,20800,"£ 22,448",K,19,England,Blackburn,2020-2021,championship,,,,,,,,,,
Oliver Cooper,400,20800,"£ 22,448",F,20,Wales,Swansea,2020-2021,championship,,,,,,,,,,
Rhys Norrington-Davies,400,20800,"£ 22,448",D,21,Wales,Luton Town,2020-2021,championship,,,,,,,,,,
Cameron Evans,400,20800,"£ 22,448",D,19,Wales,Swansea,2020-2021,championship,,,,,,,,,,
Fabio Tavares,400,20800,"£ 22,448",F,20,England,Coventry,2020-2021,championship,,,,,,,,,,
James Clark,400,20800,"£ 22,448",D,19,England,Wycombe,2020-2021,championship,,,,,,,,,,
Nelson Abbey,400,20800,"£ 22,448",D,17,England,Reading,2020-2021,championship,,,,,,,,,,
Corey Panter,400,20800,"£ 22,448",D,20,England,Luton Town,2020-2021,championship,,,,,,,,,,
Morgan Williams,400,20800,"£ 22,448",D,21,England,Coventry,2020-2021,championship,,,,,,,,,,
TQ Addy,400,20800,"£ 22,448",F,19,England,Luton Town,2020-2021,championship,,,,,,,,,,
Liam Waldock,400,20800,"£ 22,448",M,20,England,Sheffield Wednesday,2020-2021,championship,,,,,,,,,,
Rhys Norrington-Davies,400,20800,"£ 22,448",D,21,Wales,Stoke City,2020-2021,championship,,,,,,,,,,
Daniel Williams,400,20800,"£ 22,448",M,19,Wales,Swansea,2020-2021,championship,,,,,,,,,,
Harry Isted,400,20800,"£ 22,448",K,23,England,Luton Town,2020-2021,championship,,,,,,,,,,
Dejan Tetek,400,20800,"£ 22,448",M,18,Serbia,Reading,2020-2021,championship,,,,,,,,,,
Charlie Kelman,400,20800,"£ 22,448",F,19,United States,QPR,2020-2021,championship,,,,,,,,,,
Ethan Bristow,400,20800,"£ 22,448",D,18,England,Reading,2020-2021,championship,,,,,,,,,,
Sam Nombe,400,20800,"£ 22,448",F,21,England,Luton Town,2020-2021,championship,,,,,,,,,,
Danny Drinkwater,100000,5200000,"£ 5,200,000",M,31,England,Reading,2021-2022,championship,,,,,,,,,,
Abdul-Rahman Baba,85962,4470000,"£ 4,470,000",D,27,Ghana,Reading,2021-2022,championship,,,,,,,,,,
Aleksandar Mitrovic,80000,4160000,"£ 4,160,000",F,27,Serbia,Fulham,2021-2022,championship,,,,,,,,,,
Nathaniel Phillips,65000,3380000,"£ 3,380,000",D,24,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Jean Michael Seri,65000,3380000,"£ 3,380,000",M,30,Cote d'Ivoire,Fulham,2021-2022,championship,,,,,,,,,,
Ben Davies,60000,3120000,"£ 3,120,000",D,26,England,Sheffield United,2021-2022,championship,,,,,,,,,,
Joe Allen,57500,2990000,"£ 2,990,000",M,31,Wales,Stoke City,2021-2022,championship,,,,,,,,,,
Jefferson Lerma,55000,2860000,"£ 2,860,000",M,27,Colombia,Bournemouth,2021-2022,championship,,,,,,,,,,
Kenny Tete,50000,2600000,"£ 2,600,000",D,26,Netherlands,Fulham,2021-2022,championship,,,,,,,,,,
Jake Livermore,45962,2390000,"£ 2,390,000",M,32,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Keinan Davis,45000,2340000,"£ 2,340,000",F,23,England,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Fabri,45000,2340000,"£ 2,340,000",K,34,Spain,Fulham,2021-2022,championship,,,,,,,,,,
Steve Cook,45000,2340000,"£ 2,340,000",D,30,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Gary Cahill,43846,2280000,"£ 2,280,000",D,36,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Philip Billing,40000,2080000,"£ 2,080,000",M,25,Denmark,Bournemouth,2021-2022,championship,,,,,,,,,,
Adam Reach,40000,2080000,"£ 2,080,000",M,28,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Tosin Adarabioyo,40000,2080000,"£ 2,080,000",D,24,England,Fulham,2021-2022,championship,,,,,,,,,,
Ivan Cavaleiro,37500,1950000,"£ 1,950,000",F,28,Portugal,Fulham,2021-2022,championship,,,,,,,,,,
Anthony Knockaert,37500,1950000,"£ 1,950,000",F,30,France,Fulham,2021-2022,championship,,,,,,,,,,
Bobby Reid,35000,1820000,"£ 1,820,000",F,29,Jamaica,Fulham,2021-2022,championship,,,,,,,,,,
Junior Stanislas,35000,1820000,"£ 1,820,000",F,32,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Nathaniel Chalobah,35000,1820000,"£ 1,820,000",M,27,England,Fulham,2021-2022,championship,,,,,,,,,,
Sam Clucas,35000,1820000,"£ 1,820,000",M,31,England,Stoke City,2021-2022,championship,,,,,,,,,,
Jeff Hendrick,35000,1820000,"£ 1,820,000",M,30,Ireland,QPR,2021-2022,championship,,,,,,,,,,
Adam Smith,35000,1820000,"£ 1,820,000",D,30,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Harry Wilson,32885,1710000,"£ 1,710,000",F,24,Wales,Fulham,2021-2022,championship,,,,,,,,,,
Sander Berge,32692,1700000,"£ 1,700,000",M,23,Norway,Sheffield United,2021-2022,championship,,,,,,,,,,
Tom Ince,32500,1690000,"£ 1,690,000",F,30,England,Reading,2021-2022,championship,,,,,,,,,,
Tom Ince,32500,1690000,"£ 1,690,000",F,29,England,Stoke City,2021-2022,championship,,,,,,,,,,
Daryl Dike,32308,1680000,"£ 1,680,000",F,21,United States,West Bromwich,2021-2022,championship,,,,,,,,,,
Alfie Mawson,31923,1660000,"£ 1,660,000",D,28,England,Fulham,2021-2022,championship,,,,,,,,,,
Chris Mepham,30000,1560000,"£ 1,560,000",D,24,Wales,Bournemouth,2021-2022,championship,,,,,,,,,,
Folarin Balogun,30000,1560000,"£ 1,560,000",F,20,England,Middlesbrough,2021-2022,championship,,,,,,,,,,
Luke Freeman,30000,1560000,"£ 1,560,000",F,29,England,Millwall,2021-2022,championship,,,,,,,,,,
Tom Cairney,30000,1560000,"£ 1,560,000",M,31,Scotland,Fulham,2021-2022,championship,,,,,,,,,,
Josh Onomah,30000,1560000,"£ 1,560,000",F,24,England,Fulham,2021-2022,championship,,,,,,,,,,
Joe Bryan,30000,1560000,"£ 1,560,000",D,28,England,Fulham,2021-2022,championship,,,,,,,,,,
Harrison Reed,30000,1560000,"£ 1,560,000",M,27,England,Fulham,2021-2022,championship,,,,,,,,,,
Tom Lawrence,30000,1560000,"£ 1,560,000",F,28,Wales,Derby County,2021-2022,championship,,,,,,,,,,
Conor Hourihane,30000,1560000,"£ 1,560,000",M,31,Ireland,Sheffield United,2021-2022,championship,,,,,,,,,,
Luke Freeman,30000,1560000,"£ 1,560,000",F,29,England,Sheffield United,2021-2022,championship,,,,,,,,,,
Sam Johnstone,30000,1560000,"£ 1,560,000",K,28,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Alex Smithies,30000,1560000,"£ 1,560,000",K,31,England,Cardiff,2021-2022,championship,,,,,,,,,,
Ryan Christie,30000,1560000,"£ 1,560,000",F,26,Scotland,Bournemouth,2021-2022,championship,,,,,,,,,,
Lloyd Kelly,30000,1560000,"£ 1,560,000",D,23,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Lewis Cook,30000,1560000,"£ 1,560,000",M,24,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Steve Cook,30000,1560000,"£ 1,560,000",D,30,England,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Jack Stacey,30000,1560000,"£ 1,560,000",D,25,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Rhian Brewster,27500,1430000,"£ 1,430,000",F,21,England,Sheffield United,2021-2022,championship,,,,,,,,,,
Liam Moore,27500,1430000,"£ 1,430,000",D,29,Jamaica,Stoke City,2021-2022,championship,,,,,,,,,,
David McGoldrick,27500,1430000,"£ 1,430,000",F,34,Ireland,Sheffield United,2021-2022,championship,,,,,,,,,,
Liam Moore,27500,1430000,"£ 1,430,000",D,28,Jamaica,Reading,2021-2022,championship,,,,,,,,,,
Lewis Grabban,27500,1430000,"£ 1,430,000",F,34,Jamaica,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Leandro Bacuna,27500,1430000,"£ 1,430,000",M,30,Curacao,Cardiff,2021-2022,championship,,,,,,,,,,
Matty James,27500,1430000,"£ 1,430,000",M,30,England,Bristol,2021-2022,championship,,,,,,,,,,
Olivier Ntcham,27115,1410000,"£ 1,410,000",M,25,France,Swansea,2021-2022,championship,,,,,,,,,,
Carl Jenkinson,25000,1300000,"£ 1,300,000",D,29,England,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Tim Ream,25000,1300000,"£ 1,300,000",D,34,United States,Fulham,2021-2022,championship,,,,,,,,,,
Antonee Robinson,25000,1300000,"£ 1,300,000",D,24,United States,Fulham,2021-2022,championship,,,,,,,,,,
Neco Williams,25000,1300000,"£ 1,300,000",D,20,Wales,Fulham,2021-2022,championship,,,,,,,,,,
Curtis Davies,25000,1300000,"£ 1,300,000",D,36,England,Derby County,2021-2022,championship,,,,,,,,,,
Lys Mousset,25000,1300000,"£ 1,300,000",F,25,France,Sheffield United,2021-2022,championship,,,,,,,,,,
David Brooks,25000,1300000,"£ 1,300,000",F,24,Wales,Bournemouth,2021-2022,championship,,,,,,,,,,
Ryan Yates,25000,1300000,"£ 1,300,000",M,24,England,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Sean Morrison,25000,1300000,"£ 1,300,000",D,31,England,Cardiff,2021-2022,championship,,,,,,,,,,
Dominic Solanke,25000,1300000,"£ 1,300,000",F,24,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Jonathan Howson,25000,1300000,"£ 1,300,000",M,33,England,Middlesbrough,2021-2022,championship,,,,,,,,,,
Tomas Kalas,25000,1300000,"£ 1,300,000",D,28,Czech Republic,Bristol,2021-2022,championship,,,,,,,,,,
Todd Cantwell,25000,1300000,"£ 1,300,000",M,23,England,Bournemouth,2021-2022,championship,,,,,,,,,,
John Swift,25000,1300000,"£ 1,300,000",M,26,England,Reading,2021-2022,championship,,,,,,,,,,
Joe Ralls,24423,1270000,"£ 1,270,000",M,28,England,Cardiff,2021-2022,championship,,,,,,,,,,
Philip Zinckernagel,24038,1250000,"£ 1,250,000",F,27,Denmark,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Aaron Connolly,23077,1200000,"£ 1,200,000",F,22,Ireland,Middlesbrough,2021-2022,championship,,,,,,,,,,
Alex Mowatt,22885,1190000,"£ 1,190,000",M,26,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Kenneth Zohore,22500,1170000,"£ 1,170,000",F,28,Denmark,West Bromwich,2021-2022,championship,,,,,,,,,,
Cedric Kipre,22500,1170000,"£ 1,170,000",D,25,Cote d'Ivoire,West Bromwich,2021-2022,championship,,,,,,,,,,
Andreas Weimann,22500,1170000,"£ 1,170,000",F,30,Austria,Bristol,2021-2022,championship,,,,,,,,,,
Onel Hernandez,21923,1140000,"£ 1,140,000",F,29,Cuba,Birmingham,2021-2022,championship,,,,,,,,,,
Terence Kongolo,21923,1140000,"£ 1,140,000",D,27,Netherlands,Fulham,2021-2022,championship,,,,,,,,,,
Matt Clarke,21923,1140000,"£ 1,140,000",D,25,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Onel Hernandez,21923,1140000,"£ 1,140,000",F,28,Cuba,Middlesbrough,2021-2022,championship,,,,,,,,,,
Martin Payero,21731,1130000,"£ 1,130,000",M,23,Argentina,Middlesbrough,2021-2022,championship,,,,,,,,,,
Sammy Ameobi,20962,1090000,"£ 1,090,000",F,29,England,Middlesbrough,2021-2022,championship,,,,,,,,,,
Abdallah Sima,20577,1070000,"£ 1,070,000",F,20,Senegal,Stoke City,2021-2022,championship,,,,,,,,,,
Grady Diangana,20385,1060000,"£ 1,060,000",F,23,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Tahith Chong,20000,1040000,"£ 1,040,000",F,21,Netherlands,Birmingham,2021-2022,championship,,,,,,,,,,
Ryan Bennett,20000,1040000,"£ 1,040,000",D,31,England,Swansea,2021-2022,championship,,,,,,,,,,
Cyrus Christie,20000,1040000,"£ 1,040,000",D,29,Ireland,Swansea,2021-2022,championship,,,,,,,,,,
Paddy McNair,20000,1040000,"£ 1,040,000",D,26,Northern Ireland,Middlesbrough,2021-2022,championship,,,,,,,,,,
Lyle Taylor,20000,1040000,"£ 1,040,000",F,31,Montserrat,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Nathan Baker,20000,1040000,"£ 1,040,000",D,30,England,Bristol,2021-2022,championship,,,,,,,,,,
Cyrus Christie,20000,1040000,"£ 1,040,000",D,28,Ireland,Fulham,2021-2022,championship,,,,,,,,,,
Lyle Taylor,20000,1040000,"£ 1,040,000",F,31,Montserrat,Birmingham,2021-2022,championship,,,,,,,,,,
Michael Verrips,20000,1040000,"£ 1,040,000",K,24,Netherlands,Sheffield United,2021-2022,championship,,,,,,,,,,
Kasey Palmer,20000,1040000,"£ 1,040,000",F,25,Jamaica,Bristol,2021-2022,championship,,,,,,,,,,
Krystian Bielik,20000,1040000,"£ 1,040,000",M,24,Poland,Derby County,2021-2022,championship,,,,,,,,,,
Karlan Grant,20000,1040000,"£ 1,040,000",F,24,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Oliver McBurnie,20000,1040000,"£ 1,040,000",F,25,Scotland,Sheffield United,2021-2022,championship,,,,,,,,,,
Hannes Wolf,20000,1040000,"£ 1,040,000",F,22,Austria,Swansea,2021-2022,championship,,,,,,,,,,
Matt Phillips,20000,1040000,"£ 1,040,000",F,30,Scotland,West Bromwich,2021-2022,championship,,,,,,,,,,
Rafael,20000,1040000,"£ 1,040,000",K,31,Brazil,Reading,2021-2022,championship,,,,,,,,,,
Kyle Naughton,20000,1040000,"£ 1,040,000",D,33,England,Swansea,2021-2022,championship,,,,,,,,,,
Scott Sinclair,20000,1040000,"£ 1,040,000",F,32,England,Preston,2021-2022,championship,,,,,,,,,,
Danny Batth,20000,1040000,"£ 1,040,000",D,30,England,Stoke City,2021-2022,championship,,,,,,,,,,
Tommy Smith,20000,1040000,"£ 1,040,000",D,29,England,Stoke City,2021-2022,championship,,,,,,,,,,
Lewis Baker,19423,1010000,"£ 1,010,000",M,26,England,Stoke City,2021-2022,championship,,,,,,,,,,
Robin Olsen,19231,1000000,"£ 1,000,000",K,31,Sweden,Sheffield United,2021-2022,championship,,,,,,,,,,
Lee Tomlin,19038,990000,"£ 990,000",F,32,England,Cardiff,2021-2022,championship,,,,,,,,,,
Michael Hector,18462,960000,"£ 960,000",D,29,Jamaica,Fulham,2021-2022,championship,,,,,,,,,,
Darnell Furlong,18462,960000,"£ 960,000",D,26,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Jonathan Hogg,18462,960000,"£ 960,000",M,33,England,Huddersfield,2021-2022,championship,,,,,,,,,,
Danny Ward,18462,960000,"£ 960,000",F,31,England,Huddersfield,2021-2022,championship,,,,,,,,,,
Stefan Johansen,18269,950000,"£ 950,000",M,31,Norway,QPR,2021-2022,championship,,,,,,,,,,
Juninho Bacuna,17885,930000,"£ 930,000",M,24,Curacao,Birmingham,2021-2022,championship,,,,,,,,,,
Andre Gray,17885,930000,"£ 930,000",F,30,Jamaica,QPR,2021-2022,championship,,,,,,,,,,
Neil Etheridge,17500,910000,"£ 910,000",K,31,Philippines,Birmingham,2021-2022,championship,,,,,,,,,,
Ivan Sanchez,17500,910000,"£ 910,000",F,28,Spain,Birmingham,2021-2022,championship,,,,,,,,,,
Ivan Sunjic,17500,910000,"£ 910,000",M,25,Croatia,Birmingham,2021-2022,championship,,,,,,,,,,
Joe Lolley,17500,910000,"£ 910,000",F,29,England,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Gaetan Bong,17500,910000,"£ 910,000",D,33,Cameroon,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Yakou Meite,17500,910000,"£ 910,000",F,25,Cote d'Ivoire,Reading,2021-2022,championship,,,,,,,,,,
Jayson Molumby,17308,900000,"£ 900,000",M,22,Ireland,West Bromwich,2021-2022,championship,,,,,,,,,,
Robbie Brady,17308,900000,"£ 900,000",M,30,Ireland,Bournemouth,2021-2022,championship,,,,,,,,,,
Ethan Horvath,17115,890000,"£ 890,000",K,26,United States,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Andy Carroll,16923,880000,"£ 880,000",F,33,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Benik Afobe,16731,870000,"£ 870,000",F,28,Democratic Republic of the Congo,Millwall,2021-2022,championship,,,,,,,,,,
Jayden Bogle,16538,860000,"£ 860,000",D,21,England,Sheffield United,2021-2022,championship,,,,,,,,,,
Nick Powell,16538,860000,"£ 860,000",F,27,England,Stoke City,2021-2022,championship,,,,,,,,,,
James Chester,16538,860000,"£ 860,000",D,33,Wales,Stoke City,2021-2022,championship,,,,,,,,,,
Semi Ajayi,16538,860000,"£ 860,000",D,28,Nigeria,West Bromwich,2021-2022,championship,,,,,,,,,,
Dejan Stojanovic,16154,840000,"£ 840,000",K,28,Austria,Middlesbrough,2021-2022,championship,,,,,,,,,,
Troy Deeney,16154,840000,"£ 840,000",F,33,England,Birmingham,2021-2022,championship,,,,,,,,,,
Xande Silva,15577,810000,"£ 810,000",F,24,Portugal,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Nahki Wells,15192,790000,"£ 790,000",F,31,Bermuda,Bristol,2021-2022,championship,,,,,,,,,,
Scott McKenna,15000,780000,"£ 780,000",D,25,Scotland,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Taylor Richards,15000,780000,"£ 780,000",F,21,England,Birmingham,2021-2022,championship,,,,,,,,,,
Oliver Norwood,15000,780000,"£ 780,000",M,30,Northern Ireland,Sheffield United,2021-2022,championship,,,,,,,,,,
Emiliano Marcondes,15000,780000,"£ 780,000",F,26,Denmark,Bournemouth,2021-2022,championship,,,,,,,,,,
Freddie Woodman,15000,780000,"£ 780,000",K,24,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Steven Fletcher,15000,780000,"£ 780,000",F,34,Scotland,Stoke City,2021-2022,championship,,,,,,,,,,
Morgan Gibbs-White,15000,780000,"£ 780,000",M,22,England,Sheffield United,2021-2022,championship,,,,,,,,,,
James Garner,15000,780000,"£ 780,000",M,20,England,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Harry Arter,15000,780000,"£ 780,000",M,32,Ireland,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Greg Cunningham,15000,780000,"£ 780,000",D,31,Ireland,Preston,2021-2022,championship,,,,,,,,,,
Kieffer Moore,15000,780000,"£ 780,000",F,29,Wales,Bournemouth,2021-2022,championship,,,,,,,,,,
Kamil Jozwiak,15000,780000,"£ 780,000",F,23,Poland,Derby County,2021-2022,championship,,,,,,,,,,
Orjan Nyland,15000,780000,"£ 780,000",K,30,Norway,Bournemouth,2021-2022,championship,,,,,,,,,,
Lucas Joao,15000,780000,"£ 780,000",F,28,Portugal,Reading,2021-2022,championship,,,,,,,,,,
Daniel Ayala,15000,780000,"£ 780,000",D,31,Spain,Blackburn,2021-2022,championship,,,,,,,,,,
Isaac Mbenza,15000,780000,"£ 780,000",F,25,Belgium,Huddersfield,2021-2022,championship,,,,,,,,,,
Korey Smith,15000,780000,"£ 780,000",M,31,England,Swansea,2021-2022,championship,,,,,,,,,,
Chris Martin,15000,780000,"£ 780,000",F,33,Scotland,Bristol,2021-2022,championship,,,,,,,,,,
Ben Osborn,15000,780000,"£ 780,000",M,27,England,Sheffield United,2021-2022,championship,,,,,,,,,,
Paulo Gazzaniga,15000,780000,"£ 780,000",K,30,Argentina,Fulham,2021-2022,championship,,,,,,,,,,
Neeskens Kebano,15000,780000,"£ 780,000",F,29,Democratic Republic of the Congo,Fulham,2021-2022,championship,,,,,,,,,,
Harlee Dean,15000,780000,"£ 780,000",D,30,England,Birmingham,2021-2022,championship,,,,,,,,,,
Jeremie Bela,15000,780000,"£ 780,000",F,28,Angola,Birmingham,2021-2022,championship,,,,,,,,,,
Flynn Downes,15000,780000,"£ 780,000",M,23,England,Swansea,2021-2022,championship,,,,,,,,,,
Aden Flint,15000,780000,"£ 780,000",D,32,England,Cardiff,2021-2022,championship,,,,,,,,,,
Kristian Pedersen,15000,780000,"£ 780,000",D,27,Denmark,Birmingham,2021-2022,championship,,,,,,,,,,
Lukas Jutkiewicz,15000,780000,"£ 780,000",F,32,England,Birmingham,2021-2022,championship,,,,,,,,,,
Sol Bamba,14808,770000,"£ 770,000",D,37,Cote d'Ivoire,Middlesbrough,2021-2022,championship,,,,,,,,,,
Mario Vrancic,14423,750000,"£ 750,000",M,32,Bosnia-Herzegovina,Stoke City,2021-2022,championship,,,,,,,,,,
Sam Gallagher,14423,750000,"£ 750,000",F,26,England,Blackburn,2021-2022,championship,,,,,,,,,,
Josh Murphy,14423,750000,"£ 750,000",F,26,England,Preston,2021-2022,championship,,,,,,,,,,
